Trans Date,Remarks,Debit,Credit,Balance
22-Feb-2020,EZ PASS TOLL,35.50,,77399.95
24-Feb-2020,KROGER #1190,115.24,,77284.71
26-Feb-2020,ELECTRIC COMPANY,138.72,,77145.99
26-Feb-2020,VERIZON WIRELESS,141.72,,77004.27
26-Feb-2020,WHOLE FOODS #4821,57.96,,76946.31
27-Feb-2020,CHEVRON,66.34,,76879.97
27-Feb-2020,NIKE STORE,203.12,,76676.85
28-Feb-2020,STEAM GAMES,19.89,,76656.96
29-Feb-2020,NETFLIX.COM,14.47,,76642.49
1-Mar-2020,STARBUCKS STORE,69.76,,76572.73
1-Mar-2020,LYFT RIDE,49.94,,76522.79
1-Mar-2020,CHEVRON,18.30,,76504.49
2-Mar-2020,ACH CREDIT EMPLOYER PAYROLL,,6061.51,82566.00
2-Mar-2020,SHELL OIL,39.07,,82526.93
2-Mar-2020,EZ PASS TOLL,51.19,,82475.74
3-Mar-2020,BILL PAY RENT LANDLORD,1519.99,,80955.75
4-Mar-2020,FRESH MARKET,73.56,,80882.19
5-Mar-2020,WHOLE FOODS #4821,85.05,,80797.14
5-Mar-2020,MCDONALD'S,20.37,,80776.77
5-Mar-2020,DOORDASH*RESTAURANT,44.62,,80732.15
6-Mar-2020,AMAZON MKTP,191.54,,80540.61
7-Mar-2020,METRO TRANSIT,11.76,,80528.85
7-Mar-2020,AMAZON MKTP,25.99,,80502.86
8-Mar-2020,CITY WATER BILL,115.52,,80387.34
8-Mar-2020,NIKE STORE,137.30,,80250.04
8-Mar-2020,CITY MEDICAL CLINIC,60.78,,80189.26
8-Mar-2020,TICKETMASTER,17.69,,80171.57
9-Mar-2020,CHIPOTLE ONLINE,10.46,,80161.11
9-Mar-2020,CHIPOTLE ONLINE,72.46,,80088.65
9-Mar-2020,CHIPOTLE ONLINE,74.56,,80014.09
10-Mar-2020,VENMO CASHOUT,,904.28,80918.37
12-Mar-2020,LYFT RIDE,15.29,,80903.08
14-Mar-2020,ELECTRIC COMPANY,92.46,,80810.62
15-Mar-2020,VERIZON WIRELESS,161.60,,80649.02
16-Mar-2020,FRESH MARKET,148.88,,80500.14
16-Mar-2020,TICKETMASTER,57.15,,80442.99
17-Mar-2020,VERIZON WIRELESS,71.59,,80371.40
17-Mar-2020,KROGER #1190,58.77,,80312.63
17-Mar-2020,EZ PASS TOLL,14.78,,80297.85
18-Mar-2020,PARKING GARAGE,56.01,,80241.84
20-Mar-2020,KROGER #1190,107.24,,80134.60
22-Mar-2020,CVS/PHARMACY,185.02,,79949.58
24-Mar-2020,CHIPOTLE ONLINE,80.24,,79869.34
24-Mar-2020,EZ PASS TOLL,7.56,,79861.78
25-Mar-2020,UBER TRIP,22.66,,79839.12
26-Mar-2020,TRADER JOE'S,140.84,,79698.28
27-Mar-2020,UBER TRIP,63.14,,79635.14
28-Mar-2020,WHOLE FOODS #4821,118.95,,79516.19
28-Mar-2020,EZ PASS TOLL,66.36,,79449.83
2-Apr-2020,ACH CREDIT EMPLOYER PAYROLL,,6197.80,85647.63
2-Apr-2020,BEST BUY,267.28,,85380.35
3-Apr-2020,BILL PAY RENT LANDLORD,1521.01,,83859.34
3-Apr-2020,ALDI 729,91.07,,83768.27
3-Apr-2020,METRO TRANSIT,22.38,,83745.89
3-Apr-2020,AMC THEATRES,15.03,,83730.86
4-Apr-2020,EZ PASS TOLL,34.94,,83695.92
4-Apr-2020,SHELL OIL,68.84,,83627.08
5-Apr-2020,GAS UTILITY,183.69,,83443.39
5-Apr-2020,ALDI 729,57.79,,83385.60
5-Apr-2020,BEST BUY,158.83,,83226.77
5-Apr-2020,ATM WITHDRAWAL,165.01,,83061.76
7-Apr-2020,HOME DEPOT,242.44,,82819.32
9-Apr-2020,CHEVRON,68.94,,82750.38
9-Apr-2020,LYFT RIDE,59.49,,82690.89
12-Apr-2020,COSTCO WHSE,155.66,,82535.23
12-Apr-2020,PIZZA HUT,55.22,,82480.01
12-Apr-2020,DENTAL CARE,71.96,,82408.05
12-Apr-2020,AMC THEATRES,50.29,,82357.76
13-Apr-2020,GAS UTILITY,178.25,,82179.51
13-Apr-2020,CITY MEDICAL CLINIC,172.30,,82007.21
14-Apr-2020,PARKING GARAGE,52.65,,81954.56
14-Apr-2020,IRS USATAXPYMT,1345.73,,80608.83
15-Apr-2020,SUSHI HOUSE,16.91,,80591.92
15-Apr-2020,LYFT RIDE,36.64,,80555.28
16-Apr-2020,UBER EATS,62.81,,80492.47
17-Apr-2020,COSTCO WHSE,51.18,,80441.29
17-Apr-2020,PIZZA HUT,75.76,,80365.53
18-Apr-2020,APPLE.COM/BILL,120.36,,80245.17
18-Apr-2020,HOME DEPOT,249.46,,79995.71
19-Apr-2020,SUSHI HOUSE,18.92,,79976.79
20-Apr-2020,CHEVRON,56.04,,79920.75
21-Apr-2020,LYFT RIDE,51.91,,79868.84
22-Apr-2020,WALMART SUPERCENTER,108.80,,79760.04
22-Apr-2020,COSTCO WHSE,127.62,,79632.42
22-Apr-2020,CHIPOTLE ONLINE,79.10,,79553.32
22-Apr-2020,CHIPOTLE ONLINE,53.95,,79499.37
23-Apr-2020,COMCAST CABLE,105.11,,79394.26
24-Apr-2020,MCDONALD'S,15.91,,79378.35
25-Apr-2020,LOCAL BISTRO,48.58,,79329.77
26-Apr-2020,WALMART SUPERCENTER,90.52,,79239.25
27-Apr-2020,TICKETMASTER,48.16,,79191.09
30-Apr-2020,TRADER JOE'S,55.37,,79135.72
30-Apr-2020,TRADER JOE'S,38.74,,79096.98
30-Apr-2020,SUSHI HOUSE,15.92,,79081.06
30-Apr-2020,LYFT RIDE,36.12,,79044.94
30-Apr-2020,LYFT RIDE,27.04,,79017.90
1-May-2020,SUSHI HOUSE,54.10,,78963.80
1-May-2020,METRO TRANSIT,11.56,,78952.24
2-May-2020,LOCAL BISTRO,22.41,,78929.83
3-May-2020,ACH CREDIT EMPLOYER PAYROLL,,6176.10,85105.93
3-May-2020,BILL PAY RENT LANDLORD,1518.96,,83586.97
4-May-2020,ALDI 729,79.98,,83506.99
4-May-2020,FRESH MARKET,137.40,,83369.59
4-May-2020,DISNEYPLUS,11.53,,83358.06
5-May-2020,TRADER JOE'S,90.60,,83267.46
6-May-2020,COSTCO WHSE,91.38,,83176.08
6-May-2020,FRESH MARKET,153.52,,83022.56
6-May-2020,UBER TRIP,12.93,,83009.63
6-May-2020,BEST BUY,38.34,,82971.29
8-May-2020,LYFT RIDE,29.76,,82941.53
12-May-2020,CHEVRON,10.44,,82931.09
13-May-2020,KROGER #1190,90.02,,82841.07
14-May-2020,CITY WATER BILL,74.55,,82766.52
14-May-2020,FRESH MARKET,99.99,,82666.53
14-May-2020,UBER EATS,36.94,,82629.59
15-May-2020,PAYPAL TRANSFER,,433.20,83062.79
15-May-2020,LYFT RIDE,54.26,,83008.53
16-May-2020,STARBUCKS STORE,66.82,,82941.71
16-May-2020,APPLE.COM/BILL,24.38,,82917.33
17-May-2020,KROGER #1190,51.52,,82865.81
17-May-2020,MCDONALD'S,78.96,,82786.85
18-May-2020,CITY WATER BILL,182.96,,82603.89
19-May-2020,COMCAST CABLE,160.66,,82443.23
20-May-2020,COMCAST CABLE,43.01,,82400.22
20-May-2020,SUSHI HOUSE,46.95,,82353.27
22-May-2020,PARKING GARAGE,32.26,,82321.01
22-May-2020,LYFT RIDE,37.06,,82283.95
25-May-2020,UBER TRIP,6.40,,82277.55
25-May-2020,LYFT RIDE,49.58,,82227.97
25-May-2020,IKEA,64.79,,82163.18
25-May-2020,CVS/PHARMACY,195.07,,81968.11
26-May-2020,WALGREENS,209.15,,81758.96
26-May-2020,NETFLIX.COM,15.84,,81743.12
27-May-2020,TARGET.COM,174.12,,81569.00
30-May-2020,STARBUCKS STORE,65.26,,81503.74
30-May-2020,NIKE STORE,257.27,,81246.47
1-Jun-2020,BEST BUY,154.68,,81091.79
3-Jun-2020,ACH CREDIT EMPLOYER PAYROLL,,6168.70,87260.49
3-Jun-2020,BILL PAY RENT LANDLORD,1545.01,,85715.48
3-Jun-2020,KROGER #1190,37.92,,85677.56
5-Jun-2020,MCDONALD'S,78.47,,85599.09
5-Jun-2020,CITY MEDICAL CLINIC,86.04,,85513.05
6-Jun-2020,EZ PASS TOLL,67.37,,85445.68
7-Jun-2020,APPLE.COM/BILL,60.45,,85385.23
7-Jun-2020,NETFLIX.COM,45.26,,85339.97
9-Jun-2020,COSTCO WHSE,50.83,,85289.14
10-Jun-2020,MCDONALD'S,63.06,,85226.08
12-Jun-2020,WALMART SUPERCENTER,159.98,,85066.10
12-Jun-2020,SHELL OIL,40.51,,85025.59
12-Jun-2020,IKEA,235.46,,84790.13
13-Jun-2020,AMC THEATRES,61.94,,84728.19
15-Jun-2020,CHEVRON,54.12,,84674.07
18-Jun-2020,UBER EATS,13.61,,84660.46
18-Jun-2020,PARKING GARAGE,14.08,,84646.38
19-Jun-2020,LYFT RIDE,63.33,,84583.05
19-Jun-2020,CHEVRON,68.24,,84514.81
19-Jun-2020,PARKING GARAGE,56.68,,84458.13
20-Jun-2020,UBER TRIP,37.17,,84420.96
21-Jun-2020,VENMO CASHOUT,,397.25,84818.21
21-Jun-2020,VENMO PAYMENT,77.10,,84741.11
22-Jun-2020,TRADER JOE'S,98.73,,84642.38
22-Jun-2020,STEAM GAMES,55.39,,84586.99
23-Jun-2020,METRO TRANSIT,60.85,,84526.14
24-Jun-2020,VERIZON WIRELESS,193.68,,84332.46
24-Jun-2020,COMCAST CABLE,153.35,,84179.11
24-Jun-2020,COSTCO WHSE,27.96,,84151.15
24-Jun-2020,LYFT RIDE,8.64,,84142.51
25-Jun-2020,WHOLE FOODS #4821,61.74,,84080.77
25-Jun-2020,STARBUCKS STORE,41.87,,84038.90
25-Jun-2020,AMAZON.COM,241.05,,83797.85
26-Jun-2020,SUSHI HOUSE,58.05,,83739.80
27-Jun-2020,WHOLE FOODS #4821,130.34,,83609.46
27-Jun-2020,SUSHI HOUSE,43.56,,83565.90
27-Jun-2020,SHELL OIL,69.25,,83496.65
28-Jun-2020,LYFT RIDE,32.30,,83464.35
28-Jun-2020,EZ PASS TOLL,56.65,,83407.70
29-Jun-2020,CHEVRON,62.01,,83345.69
29-Jun-2020,DENTAL CARE,193.74,,83151.95
30-Jun-2020,IKEA,241.81,,82910.14
1-Jul-2020,CHEVRON,67.95,,82842.19
3-Jul-2020,ACH CREDIT EMPLOYER PAYROLL,,6207.94,89050.13
3-Jul-2020,BILL PAY RENT LANDLORD,1514.85,,87535.28
3-Jul-2020,CHIPOTLE ONLINE,69.22,,87466.06
3-Jul-2020,DOORDASH*RESTAURANT,32.22,,87433.84
3-Jul-2020,CHEVRON,37.23,,87396.61
5-Jul-2020,TICKETMASTER,23.65,,87372.96
7-Jul-2020,WHOLE FOODS #4821,45.45,,87327.51
8-Jul-2020,VERIZON WIRELESS,63.13,,87264.38
8-Jul-2020,STEAM GAMES,22.55,,87241.83
9-Jul-2020,TRADER JOE'S,67.66,,87174.17
10-Jul-2020,CITY WATER BILL,186.72,,86987.45
10-Jul-2020,IKEA,83.92,,86903.53
10-Jul-2020,DISNEYPLUS,12.33,,86891.20
11-Jul-2020,VENMO CASHOUT,,1193.45,88084.65
12-Jul-2020,KROGER #1190,62.99,,88021.66
13-Jul-2020,KROGER #1190,86.23,,87935.43
13-Jul-2020,PIZZA HUT,82.90,,87852.53
13-Jul-2020,SUSHI HOUSE,16.02,,87836.51
13-Jul-2020,METRO TRANSIT,9.31,,87827.20
13-Jul-2020,CVS/PHARMACY,201.49,,87625.71
14-Jul-2020,SHELL OIL,9.52,,87616.19
14-Jul-2020,UBER TRIP,68.86,,87547.33
17-Jul-2020,WALMART SUPERCENTER,139.07,,87408.26
18-Jul-2020,SHELL OIL,29.78,,87378.48
18-Jul-2020,BEST BUY,236.72,,87141.76
18-Jul-2020,PLANET FITNESS,129.33,,87012.43
19-Jul-2020,WALMART SUPERCENTER,104.68,,86907.75
20-Jul-2020,DOORDASH*RESTAURANT,60.53,,86847.22
21-Jul-2020,IKEA,220.10,,86627.12
21-Jul-2020,AIRLINE TICKET,953.05,,85674.07
22-Jul-2020,PIZZA HUT,57.85,,85616.22
22-Jul-2020,IKEA,32.55,,85583.67
23-Jul-2020,TRADER JOE'S,105.75,,85477.92
23-Jul-2020,ALDI 729,76.31,,85401.61
23-Jul-2020,LOCAL BISTRO,59.83,,85341.78
23-Jul-2020,CHEVRON,49.01,,85292.77
24-Jul-2020,METRO TRANSIT,8.89,,85283.88
24-Jul-2020,CITY MEDICAL CLINIC,148.95,,85134.93
25-Jul-2020,DOORDASH*RESTAURANT,9.56,,85125.37
25-Jul-2020,EZ PASS TOLL,63.63,,85061.74
25-Jul-2020,AMAZON.COM,137.22,,84924.52
26-Jul-2020,KROGER #1190,76.01,,84848.51
26-Jul-2020,CHIPOTLE ONLINE,55.38,,84793.13
27-Jul-2020,METRO TRANSIT,40.16,,84752.97
29-Jul-2020,SPOTIFY USA,10.16,,84742.81
30-Jul-2020,SHELL OIL,71.82,,84670.99
1-Aug-2020,DISNEYPLUS,59.89,,84611.10
3-Aug-2020,ACH CREDIT EMPLOYER PAYROLL,,6095.84,90706.94
3-Aug-2020,BILL PAY RENT LANDLORD,1541.29,,89165.65
3-Aug-2020,CHIPOTLE ONLINE,44.89,,89120.76
5-Aug-2020,SUSHI HOUSE,22.08,,89098.68
5-Aug-2020,CHEVRON,29.68,,89069.00
6-Aug-2020,APPLE.COM/BILL,63.72,,89005.28
7-Aug-2020,COMCAST CABLE,38.40,,88966.88
8-Aug-2020,CITY WATER BILL,53.12,,88913.76
8-Aug-2020,METRO TRANSIT,58.06,,88855.70
9-Aug-2020,CITY WATER BILL,41.16,,88814.54
9-Aug-2020,APPLE.COM/BILL,222.99,,88591.55
10-Aug-2020,TRADER JOE'S,21.56,,88569.99
10-Aug-2020,UBER TRIP,15.26,,88554.73
10-Aug-2020,CITY MEDICAL CLINIC,204.66,,88350.07
13-Aug-2020,STARBUCKS STORE,44.61,,88305.46
13-Aug-2020,AMAZON.COM,34.13,,88271.33
14-Aug-2020,UBER EATS,19.95,,88251.38
14-Aug-2020,IKEA,177.32,,88074.06
16-Aug-2020,CITY WATER BILL,71.39,,88002.67
16-Aug-2020,AIRBNB *STAY,780.48,,87222.19
17-Aug-2020,ATM WITHDRAWAL,50.33,,87171.86
18-Aug-2020,PARKING GARAGE,11.48,,87160.38
19-Aug-2020,ALDI 729,81.84,,87078.54
19-Aug-2020,CITY MEDICAL CLINIC,129.14,,86949.40
19-Aug-2020,DISNEYPLUS,13.89,,86935.51
20-Aug-2020,PARKING GARAGE,45.62,,86889.89
20-Aug-2020,NETFLIX.COM,32.11,,86857.78
21-Aug-2020,EZ PASS TOLL,57.69,,86800.09
21-Aug-2020,EZ PASS TOLL,58.56,,86741.53
22-Aug-2020,WHOLE FOODS #4821,104.46,,86637.07
22-Aug-2020,LYFT RIDE,32.26,,86604.81
22-Aug-2020,UBER TRIP,19.99,,86584.82
24-Aug-2020,FRESH MARKET,110.75,,86474.07
24-Aug-2020,WALMART SUPERCENTER,51.46,,86422.61
24-Aug-2020,LYFT RIDE,8.36,,86414.25
26-Aug-2020,COSTCO WHSE,110.18,,86304.07
26-Aug-2020,MCDONALD'S,53.28,,86250.79
26-Aug-2020,CHEVRON,19.13,,86231.66
27-Aug-2020,WHOLE FOODS #4821,65.21,,86166.45
27-Aug-2020,CITY MEDICAL CLINIC,183.07,,85983.38
29-Aug-2020,PIZZA HUT,31.07,,85952.31
29-Aug-2020,METRO TRANSIT,21.11,,85931.20
31-Aug-2020,KROGER #1190,141.82,,85789.38
1-Sep-2020,ACH CREDIT EMPLOYER PAYROLL,,6082.71,91872.09
1-Sep-2020,IKEA,268.96,,91603.13
2-Sep-2020,METRO TRANSIT,37.77,,91565.36
2-Sep-2020,PARKING GARAGE,44.76,,91520.60
3-Sep-2020,BILL PAY RENT LANDLORD,1534.14,,89986.46
4-Sep-2020,METRO TRANSIT,41.34,,89945.12
6-Sep-2020,AMAZON MKTP,31.52,,89913.60
6-Sep-2020,DENTAL CARE,58.12,,89855.48
7-Sep-2020,IKEA,91.55,,89763.93
8-Sep-2020,NETFLIX.COM,47.77,,89716.16
9-Sep-2020,UBER EATS,6.34,,89709.82
10-Sep-2020,METRO TRANSIT,4.69,,89705.13
10-Sep-2020,LYFT RIDE,14.83,,89690.30
12-Sep-2020,ZELLE FROM CLIENT,,812.29,90502.59
12-Sep-2020,CHIPOTLE ONLINE,81.12,,90421.47
13-Sep-2020,WALMART SUPERCENTER,104.95,,90316.52
13-Sep-2020,BEST BUY,190.95,,90125.57
14-Sep-2020,CITY WATER BILL,40.38,,90085.19
14-Sep-2020,MCDONALD'S,49.59,,90035.60
14-Sep-2020,UBER EATS,6.74,,90028.86
15-Sep-2020,MCDONALD'S,19.69,,90009.17
15-Sep-2020,STARBUCKS STORE,70.05,,89939.12
16-Sep-2020,AMC THEATRES,9.35,,89929.77
17-Sep-2020,WHOLE FOODS #4821,19.26,,89910.51
18-Sep-2020,PARKING GARAGE,38.39,,89872.12
18-Sep-2020,IKEA,131.91,,89740.21
19-Sep-2020,FRESH MARKET,130.71,,89609.50
19-Sep-2020,MCDONALD'S,14.65,,89594.85
20-Sep-2020,PIZZA HUT,6.57,,89588.28
23-Sep-2020,ALDI 729,90.52,,89497.76
24-Sep-2020,SHELL OIL,9.35,,89488.41
25-Sep-2020,GAS UTILITY,79.60,,89408.81
25-Sep-2020,FRESH MARKET,78.91,,89329.90
25-Sep-2020,COSTCO WHSE,61.14,,89268.76
25-Sep-2020,KROGER #1190,143.17,,89125.59
25-Sep-2020,EZ PASS TOLL,16.28,,89109.31
26-Sep-2020,COSTCO WHSE,61.28,,89048.03
26-Sep-2020,LOCAL BISTRO,56.41,,88991.62
27-Sep-2020,PARKING GARAGE,64.28,,88927.34
30-Sep-2020,PARKING GARAGE,65.28,,88862.06
1-Oct-2020,WHOLE FOODS #4821,81.44,,88780.62
1-Oct-2020,HOME DEPOT,34.92,,88745.70
1-Oct-2020,VENMO PAYMENT,240.06,,88505.64
2-Oct-2020,TRADER JOE'S,115.74,,88389.90
2-Oct-2020,COSTCO WHSE,37.07,,88352.83
3-Oct-2020,ACH CREDIT EMPLOYER PAYROLL,,6279.02,94631.85
3-Oct-2020,BILL PAY RENT LANDLORD,1528.38,,93103.47
3-Oct-2020,UBER EATS,63.63,,93039.84
5-Oct-2020,ELECTRIC COMPANY,174.75,,92865.09
5-Oct-2020,FRESH MARKET,134.82,,92730.27
7-Oct-2020,SPOTIFY USA,63.84,,92666.43
9-Oct-2020,GAS UTILITY,131.60,,92534.83
9-Oct-2020,WALMART SUPERCENTER,103.78,,92431.05
9-Oct-2020,WHOLE FOODS #4821,42.88,,92388.17
9-Oct-2020,PARKING GARAGE,17.09,,92371.08
9-Oct-2020,NETFLIX.COM,44.72,,92326.36
10-Oct-2020,PAYPAL TRANSFER,,511.93,92838.29
11-Oct-2020,MCDONALD'S,46.75,,92791.54
11-Oct-2020,CHEVRON,65.82,,92725.72
11-Oct-2020,METRO TRANSIT,64.33,,92661.39
12-Oct-2020,AMAZON.COM,40.86,,92620.53
13-Oct-2020,LYFT RIDE,34.82,,92585.71
13-Oct-2020,AMAZON.COM,220.34,,92365.37
13-Oct-2020,DENTAL CARE,161.49,,92203.88
14-Oct-2020,ELECTRIC COMPANY,81.16,,92122.72
14-Oct-2020,PIZZA HUT,20.63,,92102.09
15-Oct-2020,ALDI 729,45.62,,92056.47
15-Oct-2020,CHIPOTLE ONLINE,8.61,,92047.86
16-Oct-2020,DOORDASH*RESTAURANT,15.94,,92031.92
16-Oct-2020,DISNEYPLUS,49.53,,91982.39
17-Oct-2020,LYFT RIDE,64.53,,91917.86
17-Oct-2020,APPLE.COM/BILL,25.66,,91892.20
18-Oct-2020,CHEVRON,56.74,,91835.46
21-Oct-2020,CITY MEDICAL CLINIC,81.35,,91754.11
22-Oct-2020,METRO TRANSIT,23.25,,91730.86
24-Oct-2020,LOCAL BISTRO,11.68,,91719.18
24-Oct-2020,STARBUCKS STORE,23.33,,91695.85
24-Oct-2020,TICKETMASTER,56.84,,91639.01
25-Oct-2020,SUSHI HOUSE,22.25,,91616.76
27-Oct-2020,WHOLE FOODS #4821,131.37,,91485.39
27-Oct-2020,CHIPOTLE ONLINE,43.45,,91441.94
29-Oct-2020,EZ PASS TOLL,41.31,,91400.63
31-Oct-2020,WHOLE FOODS #4821,143.50,,91257.13
31-Oct-2020,CHEVRON,62.79,,91194.34
31-Oct-2020,DISNEYPLUS,27.37,,91166.97
2-Nov-2020,ACH CREDIT EMPLOYER PAYROLL,,6138.39,97305.36
2-Nov-2020,FRESH MARKET,142.42,,97162.94
2-Nov-2020,WALMART SUPERCENTER,76.24,,97086.70
2-Nov-2020,METRO TRANSIT,26.29,,97060.41
3-Nov-2020,BILL PAY RENT LANDLORD,1527.14,,95533.27
3-Nov-2020,SHELL OIL,20.57,,95512.70
4-Nov-2020,DOORDASH*RESTAURANT,16.78,,95495.92
4-Nov-2020,NETFLIX.COM,43.67,,95452.25
5-Nov-2020,COMCAST CABLE,95.27,,95356.98
5-Nov-2020,ALDI 729,89.94,,95267.04
6-Nov-2020,SHELL OIL,29.13,,95237.91
7-Nov-2020,CHEVRON,6.79,,95231.12
7-Nov-2020,BEST BUY,66.80,,95164.32
7-Nov-2020,AMAZON.COM,97.75,,95066.57
8-Nov-2020,WALMART SUPERCENTER,129.81,,94936.76
8-Nov-2020,SUSHI HOUSE,27.19,,94909.57
8-Nov-2020,UBER TRIP,60.41,,94849.16
8-Nov-2020,APPLE.COM/BILL,20.76,,94828.40
8-Nov-2020,VENMO PAYMENT,202.62,,94625.78
9-Nov-2020,EZ PASS TOLL,16.95,,94608.83
10-Nov-2020,TRADER JOE'S,115.92,,94492.91
10-Nov-2020,STARBUCKS STORE,52.57,,94440.34
10-Nov-2020,SHELL OIL,43.03,,94397.31
11-Nov-2020,EZ PASS TOLL,31.17,,94366.14
11-Nov-2020,NIKE STORE,164.13,,94202.01
11-Nov-2020,TARGET.COM,180.72,,94021.29
12-Nov-2020,TRADER JOE'S,90.04,,93931.25
12-Nov-2020,UBER EATS,32.77,,93898.48
13-Nov-2020,GAS UTILITY,94.96,,93803.52
13-Nov-2020,SUSHI HOUSE,78.89,,93724.63
13-Nov-2020,UBER TRIP,9.73,,93714.90
14-Nov-2020,STEAM GAMES,35.27,,93679.63
15-Nov-2020,DISNEYPLUS,21.16,,93658.47
16-Nov-2020,FRESH MARKET,115.90,,93542.57
16-Nov-2020,METRO TRANSIT,23.64,,93518.93
17-Nov-2020,TARGET.COM,245.66,,93273.27
18-Nov-2020,ALDI 729,86.51,,93186.76
18-Nov-2020,UBER TRIP,38.83,,93147.93
23-Nov-2020,AMAZON.COM,235.09,,92912.84
24-Nov-2020,BEST BUY,135.92,,92776.92
25-Nov-2020,TARGET.COM,31.08,,92745.84
26-Nov-2020,VERIZON WIRELESS,142.77,,92603.07
28-Nov-2020,COSTCO WHSE,38.86,,92564.21
28-Nov-2020,CITY MEDICAL CLINIC,115.42,,92448.79
30-Nov-2020,MCDONALD'S,10.21,,92438.58
1-Dec-2020,FRESH MARKET,46.84,,92391.74
1-Dec-2020,PARKING GARAGE,6.65,,92385.09
1-Dec-2020,METRO TRANSIT,12.62,,92372.47
2-Dec-2020,ACH CREDIT EMPLOYER PAYROLL,,6184.85,98557.32
2-Dec-2020,FRESH MARKET,45.93,,98511.39
2-Dec-2020,DOORDASH*RESTAURANT,83.40,,98427.99
3-Dec-2020,BILL PAY RENT LANDLORD,1528.04,,96899.95
3-Dec-2020,TARGET.COM,81.27,,96818.68
4-Dec-2020,CHEVRON,70.33,,96748.35
6-Dec-2020,MCDONALD'S,39.06,,96709.29
6-Dec-2020,UBER EATS,80.65,,96628.64
7-Dec-2020,DISNEYPLUS,43.64,,96585.00
10-Dec-2020,NIKE STORE,53.99,,96531.01
11-Dec-2020,ALDI 729,65.25,,96465.76
11-Dec-2020,PARKING GARAGE,67.08,,96398.68
11-Dec-2020,LYFT RIDE,10.31,,96388.37
12-Dec-2020,GAS UTILITY,64.10,,96324.27
12-Dec-2020,STEAM GAMES,45.44,,96278.83
14-Dec-2020,PARKING GARAGE,13.59,,96265.24
14-Dec-2020,CITY MEDICAL CLINIC,203.17,,96062.07
15-Dec-2020,EZ PASS TOLL,30.96,,96031.11
16-Dec-2020,VERIZON WIRELESS,137.04,,95894.07
16-Dec-2020,KROGER #1190,78.43,,95815.64
17-Dec-2020,ELECTRIC COMPANY,164.14,,95651.50
17-Dec-2020,TICKETMASTER,28.33,,95623.17
18-Dec-2020,DOORDASH*RESTAURANT,48.69,,95574.48
19-Dec-2020,KROGER #1190,51.07,,95523.41
19-Dec-2020,IKEA,42.69,,95480.72
22-Dec-2020,ACH CREDIT YEAR END BONUS,,1008.12,96488.84
23-Dec-2020,MCDONALD'S,67.04,,96421.80
23-Dec-2020,TARGET.COM,52.93,,96368.87
23-Dec-2020,WALGREENS,203.53,,96165.34
23-Dec-2020,ATM WITHDRAWAL,60.05,,96105.29
24-Dec-2020,VERIZON WIRELESS,97.10,,96008.19
25-Dec-2020,LOCAL BISTRO,54.44,,95953.75
25-Dec-2020,CHEVRON,10.18,,95943.57
25-Dec-2020,SHELL OIL,35.58,,95907.99
26-Dec-2020,CHIPOTLE ONLINE,67.43,,95840.56
27-Dec-2020,UBER TRIP,61.16,,95779.40
27-Dec-2020,SHELL OIL,62.10,,95717.30
28-Dec-2020,SPOTIFY USA,23.90,,95693.40
30-Dec-2020,TRADER JOE'S,67.75,,95625.65
30-Dec-2020,WALMART SUPERCENTER,95.97,,95529.68
1-Jan-2021,MCDONALD'S,20.67,,95509.01
1-Jan-2021,PARKING GARAGE,46.20,,95462.81
2-Jan-2021,ACH CREDIT EMPLOYER PAYROLL,,6426.39,101889.20
3-Jan-2021,BILL PAY RENT LANDLORD,1569.88,,100319.32
4-Jan-2021,WALMART SUPERCENTER,125.83,,100193.49
5-Jan-2021,METRO TRANSIT,30.48,,100163.01
5-Jan-2021,DISNEYPLUS,21.49,,100141.52
7-Jan-2021,CHIPOTLE ONLINE,64.06,,100077.46
7-Jan-2021,EZ PASS TOLL,28.77,,100048.69
8-Jan-2021,PAYPAL TRANSFER,,584.27,100632.96
8-Jan-2021,METRO TRANSIT,12.62,,100620.34
9-Jan-2021,AMAZON.COM,196.86,,100423.48
10-Jan-2021,WHOLE FOODS #4821,64.32,,100359.16
10-Jan-2021,PIZZA HUT,78.38,,100280.78
10-Jan-2021,METRO TRANSIT,28.93,,100251.85
11-Jan-2021,TRADER JOE'S,76.26,,100175.59
12-Jan-2021,TICKETMASTER,39.24,,100136.35
13-Jan-2021,CITY WATER BILL,91.55,,100044.80
14-Jan-2021,LOCAL BISTRO,80.88,,99963.92
15-Jan-2021,GAS UTILITY,192.70,,99771.22
15-Jan-2021,WHOLE FOODS #4821,149.99,,99621.23
15-Jan-2021,EZ PASS TOLL,69.79,,99551.44
15-Jan-2021,INSURANCE ANNUAL PREMIUM,1163.70,,98387.74
16-Jan-2021,PIZZA HUT,48.63,,98339.11
16-Jan-2021,AMAZON MKTP,51.49,,98287.62
18-Jan-2021,METRO TRANSIT,29.86,,98257.76
22-Jan-2021,FRESH MARKET,103.67,,98154.09
22-Jan-2021,CHEVRON,5.67,,98148.42
23-Jan-2021,DENTAL CARE,212.61,,97935.81
25-Jan-2021,IKEA,132.43,,97803.38
26-Jan-2021,SHELL OIL,38.25,,97765.13
26-Jan-2021,METRO TRANSIT,35.82,,97729.31
27-Jan-2021,ALDI 729,45.65,,97683.66
27-Jan-2021,DISNEYPLUS,15.29,,97668.37
29-Jan-2021,CHIPOTLE ONLINE,64.14,,97604.23
