Date,Description,Debit,Credit,Balance
2019-11-01,WALGREENS,68.01,,68751.11
2019-11-02,ACH CREDIT EMPLOYER PAYROLL,,5835.38,74586.49
2019-11-02,AMAZON MKTP,243.66,,74342.83
2019-11-03,BILL PAY RENT LANDLORD,1472.03,,72870.80
2019-11-03,IKEA,105.69,,72765.11
2019-11-04,FRESH MARKET,67.49,,72697.62
2019-11-04,SUSHI HOUSE,50.82,,72646.80
2019-11-04,LOCAL BISTRO,32.38,,72614.42
2019-11-04,EZ PASS TOLL,42.00,,72572.42
2019-11-05,SPOTIFY USA,44.46,,72527.96
2019-11-06,TARGET.COM,66.09,,72461.87
2019-11-06,SPOTIFY USA,59.88,,72401.99
2019-11-07,DOORDASH*RESTAURANT,83.28,,72318.71
2019-11-07,HOME DEPOT,233.67,,72085.04
2019-11-07,AMC THEATRES,35.23,,72049.81
2019-11-08,GAS UTILITY,139.51,,71910.30
2019-11-09,ALDI 729,33.41,,71876.89
2019-11-09,DOORDASH*RESTAURANT,33.21,,71843.68
2019-11-09,BEST BUY,43.92,,71799.76
2019-11-10,ACH CREDIT FREELANCE,,769.62,72569.38
2019-11-10,METRO TRANSIT,41.27,,72528.11
2019-11-10,ETSY.COM,118.70,,72409.41
2019-11-11,COSTCO WHSE,94.18,,72315.23
2019-11-11,CHEVRON,36.63,,72278.60
2019-11-11,ETSY.COM,59.92,,72218.68
2019-11-11,TARGET.COM,166.18,,72052.50
2019-11-12,LOCAL BISTRO,64.80,,71987.70
2019-11-12,ATM WITHDRAWAL,132.98,,71854.72
2019-11-13,PARKING GARAGE,27.39,,71827.33
2019-11-14,AMAZON.COM,66.16,,71761.17
2019-11-15,WHOLE FOODS #4821,47.83,,71713.34
2019-11-16,ELECTRIC COMPANY,53.26,,71660.08
2019-11-17,CHEVRON,50.17,,71609.91
2019-11-17,SHELL OIL,66.14,,71543.77
2019-11-17,NETFLIX.COM,60.39,,71483.38
2019-11-18,MCDONALD'S,60.03,,71423.35
2019-11-19,APPLE.COM/BILL,223.97,,71199.38
2019-11-20,UBER TRIP,33.31,,71166.07
2019-11-22,ALDI 729,30.51,,71135.56
2019-11-22,AMAZON.COM,37.83,,71097.73
2019-11-24,METRO TRANSIT,47.36,,71050.37
2019-11-24,APPLE.COM/BILL,113.75,,70936.62
2019-11-25,EZ PASS TOLL,32.40,,70904.22
2019-11-25,METRO TRANSIT,48.92,,70855.30
2019-11-29,UBER EATS,8.98,,70846.32
2019-11-30,COSTCO WHSE,60.64,,70785.68
2019-11-30,FRESH MARKET,93.46,,70692.22
2019-11-30,PIZZA HUT,50.66,,70641.56
2019-11-30,CHEVRON,53.23,,70588.33
2019-12-01,ACH CREDIT EMPLOYER PAYROLL,,5896.36,76484.69
2019-12-02,AMAZON.COM,253.57,,76231.12
2019-12-02,HOME DEPOT,186.81,,76044.31
2019-12-03,BILL PAY RENT LANDLORD,1489.43,,74554.88
2019-12-03,KROGER #1190,21.29,,74533.59
2019-12-03,DOORDASH*RESTAURANT,22.44,,74511.15
2019-12-04,FRESH MARKET,94.85,,74416.30
2019-12-04,LOCAL BISTRO,27.37,,74388.93
2019-12-04,HOME DEPOT,78.11,,74310.82
2019-12-05,ALDI 729,80.88,,74229.94
2019-12-05,PARKING GARAGE,14.96,,74214.98
2019-12-06,APPLE.COM/BILL,180.69,,74034.29
2019-12-07,CHIPOTLE ONLINE,12.58,,74021.71
2019-12-07,SPOTIFY USA,29.56,,73992.15
2019-12-07,DISNEYPLUS,20.67,,73971.48
2019-12-08,EZ PASS TOLL,57.04,,73914.44
2019-12-08,DISNEYPLUS,54.47,,73859.97
2019-12-09,STARBUCKS STORE,69.49,,73790.48
2019-12-10,UBER TRIP,68.92,,73721.56
2019-12-10,PARKING GARAGE,41.29,,73680.27
2019-12-11,ELECTRIC COMPANY,189.26,,73491.01
2019-12-11,ELECTRIC COMPANY,81.82,,73409.19
2019-12-11,TRADER JOE'S,76.66,,73332.53
2019-12-12,LOCAL BISTRO,27.84,,73304.69
2019-12-12,EZ PASS TOLL,13.63,,73291.06
2019-12-13,NIKE STORE,169.67,,73121.39
2019-12-14,PARKING GARAGE,44.09,,73077.30
2019-12-14,DENTAL CARE,93.66,,72983.64
2019-12-15,UBER TRIP,48.51,,72935.13
2019-12-16,HOME DEPOT,105.91,,72829.22
2019-12-18,ELECTRIC COMPANY,155.47,,72673.75
2019-12-18,DISNEYPLUS,63.60,,72610.15
2019-12-19,STARBUCKS STORE,78.73,,72531.42
2019-12-20,FRESH MARKET,104.29,,72427.13
2019-12-20,SPOTIFY USA,25.32,,72401.81
2019-12-21,WHOLE FOODS #4821,44.36,,72357.45
2019-12-21,UBER EATS,32.48,,72324.97
2019-12-21,MCDONALD'S,40.71,,72284.26
2019-12-21,CITY MEDICAL CLINIC,170.67,,72113.59
2019-12-22,DOORDASH*RESTAURANT,23.77,,72089.82
2019-12-22,BEST BUY,221.67,,71868.15
2019-12-23,ACH CREDIT YEAR END BONUS,,998.96,72867.11
2019-12-24,METRO TRANSIT,45.40,,72821.71
2019-12-27,WALMART SUPERCENTER,77.04,,72744.67
2019-12-29,PIZZA HUT,43.70,,72700.97
2019-12-29,SHELL OIL,41.28,,72659.69
2019-12-30,CHEVRON,52.27,,72607.42
2019-12-31,PARKING GARAGE,57.80,,72549.62
2020-01-01,IKEA,67.63,,72481.99
2020-01-02,EZ PASS TOLL,70.84,,72411.15
2020-01-02,AMAZON.COM,72.58,,72338.57
2020-01-02,AMAZON MKTP,260.21,,72078.36
2020-01-03,ACH CREDIT EMPLOYER PAYROLL,,6208.35,78286.71
2020-01-03,BILL PAY RENT LANDLORD,1542.04,,76744.67
2020-01-03,TICKETMASTER,54.36,,76690.31
2020-01-06,WHOLE FOODS #4821,155.74,,76534.57
2020-01-06,LOCAL BISTRO,36.35,,76498.22
2020-01-06,STEAM GAMES,29.44,,76468.78
2020-01-06,DISNEYPLUS,31.03,,76437.75
2020-01-07,COSTCO WHSE,31.98,,76405.77
2020-01-07,MCDONALD'S,55.38,,76350.39
2020-01-08,SHELL OIL,42.70,,76307.69
2020-01-09,CHIPOTLE ONLINE,33.73,,76273.96
2020-01-09,SUSHI HOUSE,79.38,,76194.58
2020-01-09,LYFT RIDE,16.51,,76178.07
2020-01-09,CHEVRON,42.18,,76135.89
2020-01-09,EZ PASS TOLL,9.57,,76126.32
2020-01-11,TRADER JOE'S,126.66,,75999.66
2020-01-12,VERIZON WIRELESS,147.26,,75852.40
2020-01-13,METRO TRANSIT,20.00,,75832.40
2020-01-14,SHELL OIL,52.62,,75779.78
2020-01-15,CITY MEDICAL CLINIC,175.92,,75603.86
2020-01-15,INSURANCE ANNUAL PREMIUM,1364.30,,74239.56
2020-01-17,MCDONALD'S,26.39,,74213.17
2020-01-18,PAYPAL TRANSFER,,252.64,74465.81
2020-01-18,KROGER #1190,78.02,,74387.79
2020-01-20,WHOLE FOODS #4821,84.11,,74303.68
2020-01-21,EZ PASS TOLL,6.26,,74297.42
2020-01-22,VERIZON WIRELESS,91.29,,74206.13
2020-01-23,MCDONALD'S,82.81,,74123.32
2020-01-24,COSTCO WHSE,48.25,,74075.07
2020-01-24,PARKING GARAGE,4.87,,74070.20
2020-01-25,UBER TRIP,11.48,,74058.72
2020-01-25,EZ PASS TOLL,29.68,,74029.04
2020-01-25,DENTAL CARE,147.77,,73881.27
2020-01-28,UBER EATS,72.76,,73808.51
2020-01-29,WALMART SUPERCENTER,119.32,,73689.19
2020-01-29,METRO TRANSIT,54.42,,73634.77
2020-02-01,WALMART SUPERCENTER,26.51,,73608.26
2020-02-02,METRO TRANSIT,40.58,,73567.68
2020-02-02,CHEVRON,49.92,,73517.76
2020-02-03,ACH CREDIT EMPLOYER PAYROLL,,6044.95,79562.71
2020-02-03,BILL PAY RENT LANDLORD,1514.52,,78048.19
2020-02-03,UBER EATS,24.59,,78023.60
2020-02-03,DISNEYPLUS,34.87,,77988.73
2020-02-05,WALMART SUPERCENTER,127.97,,77860.76
2020-02-07,TRADER JOE'S,29.52,,77831.24
2020-02-08,KROGER #1190,91.43,,77739.81
2020-02-08,LYFT RIDE,59.70,,77680.11
2020-02-08,STEAM GAMES,50.50,,77629.61
2020-02-10,CHIPOTLE ONLINE,8.03,,77621.58
2020-02-10,HOME DEPOT,155.19,,77466.39
2020-02-11,VENMO CASHOUT,,1050.94,78517.33
2020-02-11,EZ PASS TOLL,68.66,,78448.67
2020-02-11,AMAZON.COM,157.09,,78291.58
2020-02-12,MCDONALD'S,32.30,,78259.28
2020-02-13,PLANET FITNESS,73.10,,78186.18
2020-02-14,ELECTRIC COMPANY,76.78,,78109.40
2020-02-15,LOCAL BISTRO,48.73,,78060.67
2020-02-15,PARKING GARAGE,23.42,,78037.25
2020-02-15,UBER TRIP,38.01,,77999.24
2020-02-16,COMCAST CABLE,87.75,,77911.49
2020-02-18,DOORDASH*RESTAURANT,75.75,,77835.74
2020-02-18,BEST BUY,119.49,,77716.25
2020-02-21,IKEA,220.97,,77495.28
2020-02-22,STARBUCKS STORE,59.83,,77435.45
2020-02-22,EZ PASS TOLL,35.50,,77399.95
2020-02-24,KROGER #1190,115.24,,77284.71
2020-02-26,ELECTRIC COMPANY,138.72,,77145.99
2020-02-26,VERIZON WIRELESS,141.72,,77004.27
2020-02-26,WHOLE FOODS #4821,57.96,,76946.31
2020-02-27,CHEVRON,66.34,,76879.97
2020-02-27,NIKE STORE,203.12,,76676.85
2020-02-28,STEAM GAMES,19.89,,76656.96
2020-02-29,NETFLIX.COM,14.47,,76642.49
2020-03-01,STARBUCKS STORE,69.76,,76572.73
2020-03-01,LYFT RIDE,49.94,,76522.79
2020-03-01,CHEVRON,18.30,,76504.49
2020-03-02,ACH CREDIT EMPLOYER PAYROLL,,6061.51,82566.00
2020-03-02,SHELL OIL,39.07,,82526.93
2020-03-02,EZ PASS TOLL,51.19,,82475.74
2020-03-03,BILL PAY RENT LANDLORD,1519.99,,80955.75
2020-03-04,FRESH MARKET,73.56,,80882.19
2020-03-05,WHOLE FOODS #4821,85.05,,80797.14
2020-03-05,MCDONALD'S,20.37,,80776.77
2020-03-05,DOORDASH*RESTAURANT,44.62,,80732.15
2020-03-06,AMAZON MKTP,191.54,,80540.61
2020-03-07,METRO TRANSIT,11.76,,80528.85
2020-03-07,AMAZON MKTP,25.99,,80502.86
2020-03-08,CITY WATER BILL,115.52,,80387.34
2020-03-08,NIKE STORE,137.30,,80250.04
2020-03-08,CITY MEDICAL CLINIC,60.78,,80189.26
2020-03-08,TICKETMASTER,17.69,,80171.57
2020-03-09,CHIPOTLE ONLINE,10.46,,80161.11
2020-03-09,CHIPOTLE ONLINE,72.46,,80088.65
2020-03-09,CHIPOTLE ONLINE,74.56,,80014.09
2020-03-10,VENMO CASHOUT,,904.28,80918.37
2020-03-12,LYFT RIDE,15.29,,80903.08
2020-03-14,ELECTRIC COMPANY,92.46,,80810.62
2020-03-15,VERIZON WIRELESS,161.60,,80649.02
2020-03-16,FRESH MARKET,148.88,,80500.14
2020-03-16,TICKETMASTER,57.15,,80442.99
2020-03-17,VERIZON WIRELESS,71.59,,80371.40
2020-03-17,KROGER #1190,58.77,,80312.63
2020-03-17,EZ PASS TOLL,14.78,,80297.85
2020-03-18,PARKING GARAGE,56.01,,80241.84
2020-03-20,KROGER #1190,107.24,,80134.60
2020-03-22,CVS/PHARMACY,185.02,,79949.58
2020-03-24,CHIPOTLE ONLINE,80.24,,79869.34
2020-03-24,EZ PASS TOLL,7.56,,79861.78
2020-03-25,UBER TRIP,22.66,,79839.12
2020-03-26,TRADER JOE'S,140.84,,79698.28
2020-03-27,UBER TRIP,63.14,,79635.14
2020-03-28,WHOLE FOODS #4821,118.95,,79516.19
2020-03-28,EZ PASS TOLL,66.36,,79449.83
2020-04-02,ACH CREDIT EMPLOYER PAYROLL,,6197.80,85647.63
2020-04-02,BEST BUY,267.28,,85380.35
2020-04-03,BILL PAY RENT LANDLORD,1521.01,,83859.34
2020-04-03,ALDI 729,91.07,,83768.27
2020-04-03,METRO TRANSIT,22.38,,83745.89
2020-04-03,AMC THEATRES,15.03,,83730.86
2020-04-04,EZ PASS TOLL,34.94,,83695.92
2020-04-04,SHELL OIL,68.84,,83627.08
2020-04-05,GAS UTILITY,183.69,,83443.39
2020-04-05,ALDI 729,57.79,,83385.60
2020-04-05,BEST BUY,158.83,,83226.77
2020-04-05,ATM WITHDRAWAL,165.01,,83061.76
2020-04-07,HOME DEPOT,242.44,,82819.32
2020-04-09,CHEVRON,68.94,,82750.38
2020-04-09,LYFT RIDE,59.49,,82690.89
2020-04-12,COSTCO WHSE,155.66,,82535.23
2020-04-12,PIZZA HUT,55.22,,82480.01
2020-04-12,DENTAL CARE,71.96,,82408.05
2020-04-12,AMC THEATRES,50.29,,82357.76
2020-04-13,GAS UTILITY,178.25,,82179.51
2020-04-13,CITY MEDICAL CLINIC,172.30,,82007.21
2020-04-14,PARKING GARAGE,52.65,,81954.56
2020-04-14,IRS USATAXPYMT,1345.73,,80608.83
2020-04-15,SUSHI HOUSE,16.91,,80591.92
2020-04-15,LYFT RIDE,36.64,,80555.28
2020-04-16,UBER EATS,62.81,,80492.47
2020-04-17,COSTCO WHSE,51.18,,80441.29
2020-04-17,PIZZA HUT,75.76,,80365.53
2020-04-18,APPLE.COM/BILL,120.36,,80245.17
2020-04-18,HOME DEPOT,249.46,,79995.71
2020-04-19,SUSHI HOUSE,18.92,,79976.79
2020-04-20,CHEVRON,56.04,,79920.75
2020-04-21,LYFT RIDE,51.91,,79868.84
2020-04-22,WALMART SUPERCENTER,108.80,,79760.04
2020-04-22,COSTCO WHSE,127.62,,79632.42
2020-04-22,CHIPOTLE ONLINE,79.10,,79553.32
2020-04-22,CHIPOTLE ONLINE,53.95,,79499.37
2020-04-23,COMCAST CABLE,105.11,,79394.26
2020-04-24,MCDONALD'S,15.91,,79378.35
2020-04-25,LOCAL BISTRO,48.58,,79329.77
2020-04-26,WALMART SUPERCENTER,90.52,,79239.25
2020-04-27,TICKETMASTER,48.16,,79191.09
2020-04-30,TRADER JOE'S,55.37,,79135.72
2020-04-30,TRADER JOE'S,38.74,,79096.98
2020-04-30,SUSHI HOUSE,15.92,,79081.06
2020-04-30,LYFT RIDE,36.12,,79044.94
2020-04-30,LYFT RIDE,27.04,,79017.90
2020-05-01,SUSHI HOUSE,54.10,,78963.80
2020-05-01,METRO TRANSIT,11.56,,78952.24
2020-05-02,LOCAL BISTRO,22.41,,78929.83
2020-05-03,ACH CREDIT EMPLOYER PAYROLL,,6176.10,85105.93
2020-05-03,BILL PAY RENT LANDLORD,1518.96,,83586.97
2020-05-04,ALDI 729,79.98,,83506.99
2020-05-04,FRESH MARKET,137.40,,83369.59
2020-05-04,DISNEYPLUS,11.53,,83358.06
2020-05-05,TRADER JOE'S,90.60,,83267.46
2020-05-06,COSTCO WHSE,91.38,,83176.08
2020-05-06,FRESH MARKET,153.52,,83022.56
2020-05-06,UBER TRIP,12.93,,83009.63
2020-05-06,BEST BUY,38.34,,82971.29
2020-05-08,LYFT RIDE,29.76,,82941.53
2020-05-12,CHEVRON,10.44,,82931.09
2020-05-13,KROGER #1190,90.02,,82841.07
2020-05-14,CITY WATER BILL,74.55,,82766.52
2020-05-14,FRESH MARKET,99.99,,82666.53
2020-05-14,UBER EATS,36.94,,82629.59
2020-05-15,PAYPAL TRANSFER,,433.20,83062.79
2020-05-15,LYFT RIDE,54.26,,83008.53
2020-05-16,STARBUCKS STORE,66.82,,82941.71
2020-05-16,APPLE.COM/BILL,24.38,,82917.33
2020-05-17,KROGER #1190,51.52,,82865.81
2020-05-17,MCDONALD'S,78.96,,82786.85
2020-05-18,CITY WATER BILL,182.96,,82603.89
2020-05-19,COMCAST CABLE,160.66,,82443.23
2020-05-20,COMCAST CABLE,43.01,,82400.22
2020-05-20,SUSHI HOUSE,46.95,,82353.27
2020-05-22,PARKING GARAGE,32.26,,82321.01
2020-05-22,LYFT RIDE,37.06,,82283.95
2020-05-25,UBER TRIP,6.40,,82277.55
2020-05-25,LYFT RIDE,49.58,,82227.97
2020-05-25,IKEA,64.79,,82163.18
2020-05-25,CVS/PHARMACY,195.07,,81968.11
2020-05-26,WALGREENS,209.15,,81758.96
2020-05-26,NETFLIX.COM,15.84,,81743.12
2020-05-27,TARGET.COM,174.12,,81569.00
2020-05-30,STARBUCKS STORE,65.26,,81503.74
2020-05-30,NIKE STORE,257.27,,81246.47
2020-06-01,BEST BUY,154.68,,81091.79
2020-06-03,ACH CREDIT EMPLOYER PAYROLL,,6168.70,87260.49
2020-06-03,BILL PAY RENT LANDLORD,1545.01,,85715.48
2020-06-03,KROGER #1190,37.92,,85677.56
2020-06-05,MCDONALD'S,78.47,,85599.09
2020-06-05,CITY MEDICAL CLINIC,86.04,,85513.05
2020-06-06,EZ PASS TOLL,67.37,,85445.68
2020-06-07,APPLE.COM/BILL,60.45,,85385.23
2020-06-07,NETFLIX.COM,45.26,,85339.97
2020-06-09,COSTCO WHSE,50.83,,85289.14
2020-06-10,MCDONALD'S,63.06,,85226.08
2020-06-12,WALMART SUPERCENTER,159.98,,85066.10
2020-06-12,SHELL OIL,40.51,,85025.59
2020-06-12,IKEA,235.46,,84790.13
2020-06-13,AMC THEATRES,61.94,,84728.19
2020-06-15,CHEVRON,54.12,,84674.07
2020-06-18,UBER EATS,13.61,,84660.46
2020-06-18,PARKING GARAGE,14.08,,84646.38
2020-06-19,LYFT RIDE,63.33,,84583.05
2020-06-19,CHEVRON,68.24,,84514.81
2020-06-19,PARKING GARAGE,56.68,,84458.13
2020-06-20,UBER TRIP,37.17,,84420.96
2020-06-21,VENMO CASHOUT,,397.25,84818.21
2020-06-21,VENMO PAYMENT,77.10,,84741.11
2020-06-22,TRADER JOE'S,98.73,,84642.38
2020-06-22,STEAM GAMES,55.39,,84586.99
2020-06-23,METRO TRANSIT,60.85,,84526.14
2020-06-24,VERIZON WIRELESS,193.68,,84332.46
2020-06-24,COMCAST CABLE,153.35,,84179.11
2020-06-24,COSTCO WHSE,27.96,,84151.15
2020-06-24,LYFT RIDE,8.64,,84142.51
2020-06-25,WHOLE FOODS #4821,61.74,,84080.77
2020-06-25,STARBUCKS STORE,41.87,,84038.90
2020-06-25,AMAZON.COM,241.05,,83797.85
2020-06-26,SUSHI HOUSE,58.05,,83739.80
2020-06-27,WHOLE FOODS #4821,130.34,,83609.46
2020-06-27,SUSHI HOUSE,43.56,,83565.90
2020-06-27,SHELL OIL,69.25,,83496.65
2020-06-28,LYFT RIDE,32.30,,83464.35
2020-06-28,EZ PASS TOLL,56.65,,83407.70
2020-06-29,CHEVRON,62.01,,83345.69
2020-06-29,DENTAL CARE,193.74,,83151.95
2020-06-30,IKEA,241.81,,82910.14
2020-07-01,CHEVRON,67.95,,82842.19
2020-07-03,ACH CREDIT EMPLOYER PAYROLL,,6207.94,89050.13
2020-07-03,BILL PAY RENT LANDLORD,1514.85,,87535.28
2020-07-03,CHIPOTLE ONLINE,69.22,,87466.06
2020-07-03,DOORDASH*RESTAURANT,32.22,,87433.84
2020-07-03,CHEVRON,37.23,,87396.61
2020-07-05,TICKETMASTER,23.65,,87372.96
2020-07-07,WHOLE FOODS #4821,45.45,,87327.51
2020-07-08,VERIZON WIRELESS,63.13,,87264.38
2020-07-08,STEAM GAMES,22.55,,87241.83
2020-07-09,TRADER JOE'S,67.66,,87174.17
2020-07-10,CITY WATER BILL,186.72,,86987.45
2020-07-10,IKEA,83.92,,86903.53
2020-07-10,DISNEYPLUS,12.33,,86891.20
2020-07-11,VENMO CASHOUT,,1193.45,88084.65
2020-07-12,KROGER #1190,62.99,,88021.66
2020-07-13,KROGER #1190,86.23,,87935.43
2020-07-13,PIZZA HUT,82.90,,87852.53
2020-07-13,SUSHI HOUSE,16.02,,87836.51
2020-07-13,METRO TRANSIT,9.31,,87827.20
2020-07-13,CVS/PHARMACY,201.49,,87625.71
2020-07-14,SHELL OIL,9.52,,87616.19
2020-07-14,UBER TRIP,68.86,,87547.33
2020-07-17,WALMART SUPERCENTER,139.07,,87408.26
2020-07-18,SHELL OIL,29.78,,87378.48
2020-07-18,BEST BUY,236.72,,87141.76
2020-07-18,PLANET FITNESS,129.33,,87012.43
2020-07-19,WALMART SUPERCENTER,104.68,,86907.75
2020-07-20,DOORDASH*RESTAURANT,60.53,,86847.22
2020-07-21,IKEA,220.10,,86627.12
2020-07-21,AIRLINE TICKET,953.05,,85674.07
2020-07-22,PIZZA HUT,57.85,,85616.22
2020-07-22,IKEA,32.55,,85583.67
2020-07-23,TRADER JOE'S,105.75,,85477.92
2020-07-23,ALDI 729,76.31,,85401.61
2020-07-23,LOCAL BISTRO,59.83,,85341.78
2020-07-23,CHEVRON,49.01,,85292.77
2020-07-24,METRO TRANSIT,8.89,,85283.88
2020-07-24,CITY MEDICAL CLINIC,148.95,,85134.93
2020-07-25,DOORDASH*RESTAURANT,9.56,,85125.37
2020-07-25,EZ PASS TOLL,63.63,,85061.74
2020-07-25,AMAZON.COM,137.22,,84924.52
2020-07-26,KROGER #1190,76.01,,84848.51
2020-07-26,CHIPOTLE ONLINE,55.38,,84793.13
2020-07-27,METRO TRANSIT,40.16,,84752.97
2020-07-29,SPOTIFY USA,10.16,,84742.81
2020-07-30,SHELL OIL,71.82,,84670.99
2020-08-01,DISNEYPLUS,59.89,,84611.10
2020-08-03,ACH CREDIT EMPLOYER PAYROLL,,6095.84,90706.94
2020-08-03,BILL PAY RENT LANDLORD,1541.29,,89165.65
2020-08-03,CHIPOTLE ONLINE,44.89,,89120.76
2020-08-05,SUSHI HOUSE,22.08,,89098.68
2020-08-05,CHEVRON,29.68,,89069.00
2020-08-06,APPLE.COM/BILL,63.72,,89005.28
2020-08-07,COMCAST CABLE,38.40,,88966.88
2020-08-08,CITY WATER BILL,53.12,,88913.76
2020-08-08,METRO TRANSIT,58.06,,88855.70
2020-08-09,CITY WATER BILL,41.16,,88814.54
2020-08-09,APPLE.COM/BILL,222.99,,88591.55
2020-08-10,TRADER JOE'S,21.56,,88569.99
2020-08-10,UBER TRIP,15.26,,88554.73
2020-08-10,CITY MEDICAL CLINIC,204.66,,88350.07
2020-08-13,STARBUCKS STORE,44.61,,88305.46
2020-08-13,AMAZON.COM,34.13,,88271.33
2020-08-14,UBER EATS,19.95,,88251.38
2020-08-14,IKEA,177.32,,88074.06
2020-08-16,CITY WATER BILL,71.39,,88002.67
2020-08-16,AIRBNB *STAY,780.48,,87222.19
2020-08-17,ATM WITHDRAWAL,50.33,,87171.86
2020-08-18,PARKING GARAGE,11.48,,87160.38
2020-08-19,ALDI 729,81.84,,87078.54
2020-08-19,CITY MEDICAL CLINIC,129.14,,86949.40
2020-08-19,DISNEYPLUS,13.89,,86935.51
2020-08-20,PARKING GARAGE,45.62,,86889.89
2020-08-20,NETFLIX.COM,32.11,,86857.78
2020-08-21,EZ PASS TOLL,57.69,,86800.09
2020-08-21,EZ PASS TOLL,58.56,,86741.53
2020-08-22,WHOLE FOODS #4821,104.46,,86637.07
2020-08-22,LYFT RIDE,32.26,,86604.81
2020-08-22,UBER TRIP,19.99,,86584.82
2020-08-24,FRESH MARKET,110.75,,86474.07
2020-08-24,WALMART SUPERCENTER,51.46,,86422.61
2020-08-24,LYFT RIDE,8.36,,86414.25
2020-08-26,COSTCO WHSE,110.18,,86304.07
2020-08-26,MCDONALD'S,53.28,,86250.79
2020-08-26,CHEVRON,19.13,,86231.66
2020-08-27,WHOLE FOODS #4821,65.21,,86166.45
2020-08-27,CITY MEDICAL CLINIC,183.07,,85983.38
2020-08-29,PIZZA HUT,31.07,,85952.31
2020-08-29,METRO TRANSIT,21.11,,85931.20
2020-08-31,KROGER #1190,141.82,,85789.38
2020-09-01,ACH CREDIT EMPLOYER PAYROLL,,6082.71,91872.09
2020-09-01,IKEA,268.96,,91603.13
2020-09-02,METRO TRANSIT,37.77,,91565.36
2020-09-02,PARKING GARAGE,44.76,,91520.60
2020-09-03,BILL PAY RENT LANDLORD,1534.14,,89986.46
2020-09-04,METRO TRANSIT,41.34,,89945.12
2020-09-06,AMAZON MKTP,31.52,,89913.60
2020-09-06,DENTAL CARE,58.12,,89855.48
2020-09-07,IKEA,91.55,,89763.93
2020-09-08,NETFLIX.COM,47.77,,89716.16
2020-09-09,UBER EATS,6.34,,89709.82
2020-09-10,METRO TRANSIT,4.69,,89705.13
2020-09-10,LYFT RIDE,14.83,,89690.30
2020-09-12,ZELLE FROM CLIENT,,812.29,90502.59
2020-09-12,CHIPOTLE ONLINE,81.12,,90421.47
2020-09-13,WALMART SUPERCENTER,104.95,,90316.52
2020-09-13,BEST BUY,190.95,,90125.57
2020-09-14,CITY WATER BILL,40.38,,90085.19
2020-09-14,MCDONALD'S,49.59,,90035.60
2020-09-14,UBER EATS,6.74,,90028.86
2020-09-15,MCDONALD'S,19.69,,90009.17
2020-09-15,STARBUCKS STORE,70.05,,89939.12
2020-09-16,AMC THEATRES,9.35,,89929.77
2020-09-17,WHOLE FOODS #4821,19.26,,89910.51
2020-09-18,PARKING GARAGE,38.39,,89872.12
2020-09-18,IKEA,131.91,,89740.21
2020-09-19,FRESH MARKET,130.71,,89609.50
2020-09-19,MCDONALD'S,14.65,,89594.85
2020-09-20,PIZZA HUT,6.57,,89588.28
2020-09-23,ALDI 729,90.52,,89497.76
2020-09-24,SHELL OIL,9.35,,89488.41
2020-09-25,GAS UTILITY,79.60,,89408.81
2020-09-25,FRESH MARKET,78.91,,89329.90
2020-09-25,COSTCO WHSE,61.14,,89268.76
2020-09-25,KROGER #1190,143.17,,89125.59
2020-09-25,EZ PASS TOLL,16.28,,89109.31
2020-09-26,COSTCO WHSE,61.28,,89048.03
2020-09-26,LOCAL BISTRO,56.41,,88991.62
2020-09-27,PARKING GARAGE,64.28,,88927.34
2020-09-30,PARKING GARAGE,65.28,,88862.06
2020-10-01,WHOLE FOODS #4821,81.44,,88780.62
2020-10-01,HOME DEPOT,34.92,,88745.70
2020-10-01,VENMO PAYMENT,240.06,,88505.64
2020-10-02,TRADER JOE'S,115.74,,88389.90
2020-10-02,COSTCO WHSE,37.07,,88352.83
2020-10-03,ACH CREDIT EMPLOYER PAYROLL,,6279.02,94631.85
2020-10-03,BILL PAY RENT LANDLORD,1528.38,,93103.47
2020-10-03,UBER EATS,63.63,,93039.84
2020-10-05,ELECTRIC COMPANY,174.75,,92865.09
2020-10-05,FRESH MARKET,134.82,,92730.27
2020-10-07,SPOTIFY USA,63.84,,92666.43
2020-10-09,GAS UTILITY,131.60,,92534.83
2020-10-09,WALMART SUPERCENTER,103.78,,92431.05
2020-10-09,WHOLE FOODS #4821,42.88,,92388.17
2020-10-09,PARKING GARAGE,17.09,,92371.08
2020-10-09,NETFLIX.COM,44.72,,92326.36
2020-10-10,PAYPAL TRANSFER,,511.93,92838.29
2020-10-11,MCDONALD'S,46.75,,92791.54
2020-10-11,CHEVRON,65.82,,92725.72
2020-10-11,METRO TRANSIT,64.33,,92661.39
2020-10-12,AMAZON.COM,40.86,,92620.53
2020-10-13,LYFT RIDE,34.82,,92585.71
2020-10-13,AMAZON.COM,220.34,,92365.37
2020-10-13,DENTAL CARE,161.49,,92203.88
2020-10-14,ELECTRIC COMPANY,81.16,,92122.72
2020-10-14,PIZZA HUT,20.63,,92102.09
2020-10-15,ALDI 729,45.62,,92056.47
2020-10-15,CHIPOTLE ONLINE,8.61,,92047.86
2020-10-16,DOORDASH*RESTAURANT,15.94,,92031.92
2020-10-16,DISNEYPLUS,49.53,,91982.39
2020-10-17,LYFT RIDE,64.53,,91917.86
2020-10-17,APPLE.COM/BILL,25.66,,91892.20
2020-10-18,CHEVRON,56.74,,91835.46
2020-10-21,CITY MEDICAL CLINIC,81.35,,91754.11
